,Pokemon,physiology
4,Thwackey," Its irises have turned light yellow, while its tail has shrunk into a brown bush similar to Chimchar's flame"
5,Thwackey," Its stick has divided in 2 and acts as a hairclip for its hair, which has become rounder"
6,Thwackey," It has a belly pattern similar to that of Rillaboom, its final evolution"
0,Rillaboom,"Rillaboom is a large, bipedal Pokémon that resembles a gorilla"
1,Rillaboom," It has dark brown fur, an orange muzzle, leafy ""hair,"" and a ""belt"" made of leaves"
2,Rillaboom," Its body is mostly dark brown with gray markings on its chest, hands, shoulders, and feet"
3,Rillaboom," Its hands and feet are a light gray-brown, with its wrists sporting green leaf-like protrusions"
4,Rillaboom, It carries two drumsticks and a wooden drum that it hides in its hair
5,Rillaboom,Its Gigantamax form is the same except its wooden drum became a full drum set
6,Rillaboom, Four vines extend from its leafy hair and play the drums
0,Scorbunny,Scorbunny looks like a small white rabbit with reddish-orange patches at the tips of its ears and feet and light yellow rectangles both on its face right between the eyes and the soles of its feet
1,Scorbunny, It has short stubby arms with small 3-fingered hands
2,Scorbunny, Its legs are long with small fluffy feet with 3 toes each
3,Scorbunny, Around its neck is a small red collar-like ruff
4,Scorbunny, Its head is larger than its body and features tufts of fur on its cheeks
5,Scorbunny, In the back is a small poof-like tail
0,Raboot,Raboot is a bipedal rabbit with a white head and red eyes
1,Raboot," Its ears are long and point sideways and down, and three tufts of fluffy fur stick up from the top of its had"
2,Raboot," The bandage it had as a Scorbunny moves to its forehead, forming a headband pattern"
3,Raboot," Its eyes are red-orange with no visible pupils, and they give off a bored expression"
4,Raboot," It has red-orange fur resembling a turtleneck covering the lower half of its face, its arms, and its neck"
5,Raboot," Its body fur is mostly black, resembling a sweatsuit"
6,Raboot," Its front paws are white, and its back paws are red-orange"
7,Raboot," It has a small, round white tail"
0,Cinderace,"Cinderace is a bipedal, lagomorphic Pokémon with white fur, a red fur tuft on its head (along with a yellow accent that gives off an impression of a crown), and large ears, each with yellow insides"
1,Cinderace," On its torso, there are black ""shoulder bands"" over the arms and a ""V-neck,"" which gives the impression of a tank top"
2,Cinderace," On the bottom, it has red haunches with one yellow stripe on each side and fluffy cuffs, which give off the appearance of shorts"
3,Cinderace, Its legs are mainly black with red-tipped toes
4,Cinderace,"As Gigantamax Cinderace, it becomes larger with a few alterations"
5,Cinderace," Its ears become longer, and their yellow insides extend"
6,Cinderace, It stands atop a gigantic Pyro Ball that has a mouth and eyes
7,Cinderace," Several fire-like ears can be seen around it, and a crest shaped like a fiery bird sits on top of the fireball's head"
0,Sobble,Sobble resembles a light blue lizard with a yellow fin on its head
1,Sobble," Its belly and face are lighter blue than the rest of its body, with dark blue tearlike circle markings under its large, oval-shaped blue eyes"
2,Sobble," It has a long, curled tail with a darker blue tip"
3,Sobble," Its legs are skinny with small feet, all of which have no visible toes"
0,Drizzile,"Drizzile is a slim, blue bipedal lizard"
1,Drizzile," Its head is round, and its nostrils are small and right above its mouth"
2,Drizzile," Its green eyelids are half-closed over its small pupils, and two dark blue dots touch the outer edge of each eye"
3,Drizzile, There is a thin black line from eye to eye
4,Drizzile," It has three protrusions on top of its head, two of which are blue with the shorter one sticking up, and the third protrusion is purple"
5,Drizzile," Its belly is covered by a white teardrop shape, with a dark blue line lining the top"
6,Drizzile, Its hands resemble mittens and are green
7,Drizzile," Its feet have only two toes each, which are all green, similar to its hands"
8,Drizzile," Drizzile has a chameleon-like tail, with a dark blue dot at the end"
0,Inteleon,Inteleon is a reptilian Pokémon with a slender humanoid body shape
1,Inteleon," It has large yellow eyelids that are halfway closed over its yellow eyes to give it a sly, knowing expression"
2,Inteleon, These eyes have special clear nictitating membranes (clear eyelids) that help it lock on to targets
3,Inteleon, A yellow frill extends from its head to the bottom of its neck
4,Inteleon, This frill expands into special wing-like membranes on its back that allow it to glide
5,Inteleon," Its arms are long and light blue, ending with large black hands"
6,Inteleon, Its torso is a darker blue with a white diamond on the belly and black extending down from this diamond over the tops of the legs to give Inteleon the appearance of wearing a suit
7,Inteleon, A dark blue stripe runs down the length of its long light blue tail
8,Inteleon,Its Gigantamax form shows its tail extending so long that it coils into a tower with it lying down on top
9,Inteleon, Its eyes turn red and its always holding a water rifle
10,Inteleon,Inteleon gains an extremely long tail thanks to Gigantamaxing
11,Inteleon, The tail's length is said to be over 130 feet
12,Inteleon," While Gigantamaxed, Inteleon will stretch its long tail out, hold it straight to form a pillar, and take up a battle position at the top"
13,Inteleon," This Pokémon has an incredibly sharp mind and calculates the precise effects that gravity will have on the trajectory of its shots, enabling it to be an extremely effective sniper"
0,Skwovet,"Skwovet is a small, slightly plump Pokémon that resembles a gray squirrel"
1,Skwovet," True to the name of its species, it has round cheeks and a cheeky smile"
2,Skwovet, It has an orange nose and orange “freckle” markings on the tops of its cheeks
3,Skwovet," Its fur is mostly tan, but the tip of its tail and ears are dark brown"
4,Skwovet," It also has orange markings at the base of its ears, and the areas around its eyes and its somewhat engorged belly are pale brown"
5,Skwovet," It has short arms and legs, thick, rounded thighs, and is somewhat chubby"
0,Greedent,Greedent is a small Pokémon that resembles an obese red squirrel
1,Greedent," It has reddish-tan fur with darker red-brown fur on its bloated belly, ear tips, underside, and the lower half of its face"
2,Greedent," It has black eyes, light tan markings around its eyes, an orange nose, orange ear insides, a buck tooth, and fluffy cheeks with orange ""freckles"" on them"
3,Greedent," It also has stubby limbs and a huge, fluffy tail that it uses to store berries"
0,Rookidee,Rookidee is a small avian Pokémon resembling a chickadee
1,Rookidee," Its face is covered by a black ""mask"" that extends into small protrusions on top of its eyes and beak and extends downward under its wings to divide the belly from the rest of its rounded body"
2,Rookidee, Its eyes are red with no visible pupils and semicircle-shaped white markings underneath them
3,Rookidee," Its beak is short and gray, with the top half larger than the bottom half"
4,Rookidee," Its back, tail, and wings are blue, while its belly is yellow"
5,Rookidee, Its legs and feet are long and gray
0,Corvisquire,Corvisquire is an avian Pokémon slightly resembling a crow or jay
1,Corvisquire," Its head is black with a blue marking running from the top of the beak down to the back, while black feather ""crests"" go over its eyes and black feathers surround its face down to the bottom of its neck"
2,Corvisquire," Its eyes are similar to Rookidee's, but smaller, with the white marking forming the top of its long, gray beak"
3,Corvisquire, Its body is a slightly lighter blue than the rest of its blue feather
4,Corvisquire," Its wings share a similar color scheme to its head, with its flight feathers black while its covert feathers are blue"
5,Corvisquire," Its tail is blue, and its legs and three-toed feet are gray with black claws"
0,Corviknight,"Corviknight resembles a large, dark blue, armored raven or crow"
1,Corviknight," The ""mask"" on its face in its previous forms now resembles a helmet, with peaks on the top and extending over its beak"
2,Corviknight, The lower half of its beak is dark gray
3,Corviknight," The white markings beneath its eyes are now black, but its eyes remain small and red"
4,Corviknight," Its neck is covered in dark blue armor at the back but has thick feathers in front, while its belly and covert feathers are armored"
5,Corviknight," Its upper legs and four-toed talons are also armored, while its lower legs are dark gray"
6,Corviknight,"In its Gigantamax form, its main difference from its previous form is that it is bigger"
7,Corviknight," However, under its wings are red markings"
8,Corviknight, Corviknight is now accompanied by what appears to be 4 red bird-like objects that help it attack
9,Corviknight," Like all Gigantamax Pokémon, Corviknight also has red clouds above its head"
0,Blipbug,Blipbug is a small Pokémon resembling a caterpillar
